Baud, Errors
8072, 19010, 23
8073, 19010, 25
8074, 19010, 40
8075, 19010, 38
8076, 19010, 40
8077, 19010, 41
8078, 19010, 43
8079, 19010, 40
8080, 19010, 39
8081, 19010, 38
8082, 19010, 16
8083, 19010, 8
8084, 19010, 9
8085, 19010, 19
8086, 19010, 34
8087, 19010, 37
8088, 19010, 37
8089, 19010, 40
8090, 19010, 40
8091, 19010, 41
8092, 19010, 39
8093, 19010, 34
8094, 19010, 25
8095, 19010, 5
8096, 19010, 7
8097, 19010, 15
8098, 19010, 30
8099, 19010, 36
8100, 19010, 44
